1225208005	20250206	202502	2025	2025.0986											AFG	AFGHANISTAN	AFG								0	0841	084	08	2	7.0	2	1	2	-0.31736872475477	0								4	Rawlakot, Azad Kashmir, Pakistan	PK	PK06	40415	33.8578	73.7604	-2777863	4	Rawlakot, Azad Kashmir, Pakistan	PK	PK06	40415	33.8578	73.7604	-2777863	20250207143000	https://www.globalsecurity.org/wmd/library/news/pakistan/2025/pakistan-250206-pakistan-mfab01.htm
1225208006	20250206	202502	2025	2025.0986											AFG	AFGHAN	AFG								0	0841	084	08	2	7.0	8	1	8	-0.31736872475477	0								4	Angoor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angoor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	20250207143000	https://www.globalsecurity.org/wmd/library/news/pakistan/2025/pakistan-250206-pakistan-mfab01.htm
1225208007	20250206	202502	2025	2025.0986	GOV	EXTERNAL AFFAIRS MINIST						GOV			LEG	PARLIAMENT						LEG			0	120	120	12	3	-4.0	6	1	6	-7.10144927536232	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207143000	https://www.firstpost.com/india/487-more-citizens-likely-on-deportation-list-india-takes-up-treatment-of-deportees-with-us-in-delhi-dc-13860699.html
1225208008	20250206	202502	2025	2025.0986	GOV	EXTERNAL AFFAIRS MINIST						GOV			LEG	PARLIAMENT						LEG			0	120	120	12	3	-4.0	4	1	4	-7.10144927536232	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250207143000	https://www.firstpost.com/india/487-more-citizens-likely-on-deportation-list-india-takes-up-treatment-of-deportees-with-us-in-delhi-dc-13860699.html
1225208009	20250207	202502	2025	2025.1014											AFG	AFGHAN	AFG								0	020	020	02	1	3.0	2	1	2	-6.76532769556025	0								4	Takhta Pul, Kandahar, Afghanistan	AF	AF23	3596	31.3206	65.9611	-3394399	4	Takhta Pul, Kandahar, Afghanistan	AF	AF23	3596	31.3206	65.9611	-3394399	20250207143000	https://www.firstpost.com/explainers/pakistan-deport-afghan-refugees-us-donald-trump-usrap-suspend-13860683.html
1225208010	20250207	202502	2025	2025.1014											AFG	AFGHANISTAN	AFG								0	043	043	04	1	2.8	8	1	8	-0.31736872475477	0								4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20250207143000	https://www.globalsecurity.org/wmd/library/news/pakistan/2025/pakistan-250206-pakistan-mfab01.htm
1225208011	20250207	202502	2025	2025.1014											AFG	AFGHANISTAN	AFG								0	043	043	04	1	2.8	2	1	2	-0.31736872475477	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20250207143000	https://www.globalsecurity.org/wmd/library/news/pakistan/2025/pakistan-250206-pakistan-mfab01.htm
1225208012	20250207	202502	2025	2025.1014											AFG	AFGHAN	AFG								0	0841	084	08	2	7.0	1	1	1	-0.31736872475477	0								4	Angoor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angoor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	20250207143000	https://www.globalsecurity.org/wmd/library/news/pakistan/2025/pakistan-250206-pakistan-mfab01.htm
1225208013	20250207	202502	2025	2025.1014											AFG	AFGHAN	AFG								0	130	130	13	3	-4.4	2	1	2	-6.76532769556025	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250207143000	https://www.firstpost.com/explainers/pakistan-deport-afghan-refugees-us-donald-trump-usrap-suspend-13860683.html
1225208014	20250207	202502	2025	2025.1014											ARE	ABU DHABI	ARE								1	040	040	04	1	1.0	10	1	10	2.08955223880597	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250207143000	https://www.sierraleonetimes.com/news/275032414/abu-dhabi-swaac-elso-conference-focuses-on-ai-uses-in-ecmo-programme
