1217188314	20241223	202412	2024	2024.9671	BUS	INDUSTRY						BUS			MIL	CARRIER						MIL			1	057	057	05	1	8.0	5	1	5	-0.432900432900433	4	Chengxi, Guangdong, China	CH	CH30	13042	21.841	111.939	10308155	4	Chengxi, Guangdong, China	CH	CH30	13042	21.841	111.939	10308155	4	Chengxi, Guangdong, China	CH	CH30	13042	21.841	111.939	10308155	20241223120000	https://www.lloydslist.com/LL1151911/Cosco-Shipping-maintains-bulker-ordering-frenzy
1217188315	20241223	202412	2024	2024.9671	BUS	AIRWAY						BUS			NMR	NORTH AMERICA	NMR								1	030	030	03	1	4.0	4	1	4	3.49127182044888	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20241223120000	https://eturbonews.com/jet-airways-connect-bengaluru-new-york-and-toronto/
1217188316	20241223	202412	2024	2024.9671	BUS	COMPANIES						BUS			SPY	INTELLIGENCE						SPY			1	030	030	03	1	4.0	10	1	10	2.81954887218045	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20241223120000	https://www.theweek.in/news/biz-tech/2024/12/23/nissan-honda-merger-announced-jv-holding-company-to-list-in-tokyo-stock-exchange.html
1217188317	20241223	202412	2024	2024.9671	BUS	MERCHANT						BUS			UAF	FIGHTER						UAF			1	1123	112	11	3	-2.0	2	1	2	-5.11182108626198	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20241223120000	https://www.theweek.in/news/defence/2024/12/23/how-the-us-navy-shot-down-one-of-its-own-warplanes-over-red-sea.html
1217188318	20241223	202412	2024	2024.9671	BUS	MERCHANT						BUS			UAF	FIGHTER						UAF			1	1123	112	11	3	-2.0	4	1	4	-5.11182108626198	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	1	Yemen	YM	YM		15.5	47.5	YM	20241223120000	https://www.theweek.in/news/defence/2024/12/23/how-the-us-navy-shot-down-one-of-its-own-warplanes-over-red-sea.html
1217188319	20241223	202412	2024	2024.9671	BUS	MERCHANT						BUS			UAF	FIGHTER						UAF			1	1123	112	11	3	-2.0	2	1	2	-5.11182108626198	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20241223120000	https://www.theweek.in/news/defence/2024/12/23/how-the-us-navy-shot-down-one-of-its-own-warplanes-over-red-sea.html
1217188320	20241223	202412	2024	2024.9671	BUS	AIRWAY						BUS			USA	UNITED STATES	USA								1	030	030	03	1	4.0	1	1	1	3.49127182044888	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20241223120000	https://eturbonews.com/jet-airways-connect-bengaluru-new-york-and-toronto/
1217188321	20241223	202412	2024	2024.9671	BUS	AIRWAY						BUS			USA	UNITED STATES	USA								1	030	030	03	1	4.0	4	1	4	3.49127182044888	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20241223120000	https://eturbonews.com/jet-airways-connect-bengaluru-new-york-and-toronto/
1217188322	20241223	202412	2024	2024.9671	BUS	AIRWAY						BUS			USA	UNITED STATES	USA								1	030	030	03	1	4.0	1	1	1	3.49127182044888	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20241223120000	https://eturbonews.com/jet-airways-connect-bengaluru-new-york-and-toronto/
1217188323	20241223	202412	2024	2024.9671	BUS	COMPANIES						BUS			USA	LAWRENCE	USA								0	190	190	19	4	-10.0	10	1	10	0.17667844522968	0								0								0								20241223120000	https://centraljersey.com/2024/12/19/public-safety-coordinating-committee/
1217188324	20241223	202412	2024	2024.9671	CAN	CANADA	CAN																		1	043	043	04	1	2.8	2	1	2	-2.06033848417954	1	Ireland	EI	EI		53	-8	EI	0								1	Canada	CA	CA		60	-96	CA	20241223120000	http://jewishworldreview.com/1224/steyn122324.php
1217188325	20241223	202412	2024	2024.9671	CAN	CANADA	CAN																		1	051	051	05	1	3.4	4	1	4	-2.88461538461539	4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	0								4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	20241223120000	https://www.thespec.com/news/hamilton-region/hamilton-area-today-insufficient-funding-for-shelters-forces-homeless-to-escape-cold-in-er-a/article_3c1c8ec6-0ad7-58fa-8f1b-5a90209a47d4.html
1217188326	20241223	202412	2024	2024.9671	CANCOP	ONTARIO	CAN					COP			COP	POLICE OFFICER						COP			1	080	080	08	2	5.0	10	1	10	-2.88461538461539	4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	20241223120000	https://www.thespec.com/news/hamilton-region/hamilton-area-today-insufficient-funding-for-shelters-forces-homeless-to-escape-cold-in-er-a/article_3c1c8ec6-0ad7-58fa-8f1b-5a90209a47d4.html
1217188327	20241223	202412	2024	2024.9671	CHE	SWITZERLAND	CHE																		1	020	020	02	1	3.0	10	1	10	-0.28571428571429	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20241223120000	https://www.swissinfo.ch/eng/life-aging/federal-council-wants-to-strengthen-the-rights-of-people-with-disabilities/88630328
1217188328	20241223	202412	2024	2024.9671	CHE	SWITZERLAND	CHE																		0	190	190	19	4	-10.0	5	1	5	-4.0249433106576	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20241223120000	https://www.nzz.ch/english/journalists-that-criticize-swiss-banks-as-tax-havens-are-backed-by-washington-ld.1863575
1217188329	20241223	202412	2024	2024.9671	CHE	SWITZERLAND	CHE								ARE	UNITED ARAB EMIRATES	ARE								0	071	071	07	2	7.4	10	1	10	-4.0249433106576	1	Switzerland	SZ	SZ		47	8	SZ	1	United Arab Emirates	AE	AE		24	54	AE	1	Russia	RS	RS		60	100	RS	20241223120000	https://www.nzz.ch/english/journalists-that-criticize-swiss-banks-as-tax-havens-are-backed-by-washington-ld.1863575
1217188330	20241223	202412	2024	2024.9671	CHE	SWITZERLAND	CHE								RUS	RUSSIAN	RUS								0	010	010	01	1	0.0	7	1	7	-4.0249433106576	1	Switzerland	SZ	SZ		47	8	SZ	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20241223120000	https://www.nzz.ch/english/journalists-that-criticize-swiss-banks-as-tax-havens-are-backed-by-washington-ld.1863575
1217188331	20241223	202412	2024	2024.9671	CHE	SWITZERLAND	CHE								RUS	RUSSIAN	RUS								0	010	010	01	1	0.0	1	1	1	-4.0249433106576	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20241223120000	https://www.nzz.ch/english/journalists-that-criticize-swiss-banks-as-tax-havens-are-backed-by-washington-ld.1863575
1217188332	20241223	202412	2024	2024.9671	CHEGOV	SWISS	CHE					GOV													1	020	020	02	1	3.0	5	1	5	-0.28571428571429	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20241223120000	https://www.swissinfo.ch/eng/life-aging/federal-council-wants-to-strengthen-the-rights-of-people-with-disabilities/88630328
1217188333	20241223	202412	2024	2024.9671	CHL	SANTIAGO	CHL																		1	040	040	04	1	1.0	10	1	10	3.07692307692308	1	Chile	CI	CI		-30	-71	CI	0								1	Chile	CI	CI		-30	-71	CI	20241223120000	https://www.fruitnet.com/asiafruit/lunar-new-year-edition-of-asiafruit-out-now/264327.article
1217188334	20241223	202412	2024	2024.9671	CHN	CHINA	CHN																		1	010	010	01	1	0.0	1	1	1	3.28317373461012	1	United Kingdom	UK	UK		54	-4	UK	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20241223120000	https://laragione.eu/adnkronos/comunicati/new-report-what-rises-in-the-east-and-goes-down-in-the-west-ambition-to-lead/
1217188335	20241223	202412	2024	2024.9671	CHN	QINGHAI	CHN																		1	017	017	01	1	0.0	10	1	10	-0.54347826086957	4	Qinghai, Guizhou, China	CH	CH18	13069	25.8083	106.075	-3836054	0								4	Qinghai, Guizhou, China	CH	CH18	13069	25.8083	106.075	-3836054	20241223120000	https://www.bignewsnetwork.com/news/274876673/across-china-70-years-on-chinese-scientists-preserve-plateau-highway-on-permafrost
1217188336	20241223	202412	2024	2024.9671	CHN	CHINESE	CHN																		1	070	070	07	2	7.0	3	1	3	1.94805194805195	4	Kampong Thom, KâóThum, Cambodia	CB	CB05	12330	12.7111	104.889	-1023812	0								4	Kampong Thom, KâóThum, Cambodia	CB	CB05	12330	12.7111	104.889	-1023812	20241223120000	https://www.bignewsnetwork.com/news/274876671/chinese-charities-donate-bicycles-school-bags-to-underprivileged-students-in-cambodia
1217188337	20241223	202412	2024	2024.9671	CHN	BEIJING	CHN								CHNGOV	CHINESE	CHN					GOV			1	070	070	07	2	7.0	10	1	10	-0.888888888888889	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Ukraine	UP	UP		49	32	UP	20241223120000	https://www.bignewsnetwork.com/news/274876674/china-to-work-with-other-global-south-countries-on-ukraine-crisis-spokesperson
1217188338	20241223	202412	2024	2024.9671	CHN	CHINESE	CHN								EDU	SCHOOL						EDU			1	070	070	07	2	7.0	5	1	5	1.94805194805195	4	Kampong Thom, KâóThum, Cambodia	CB	CB05	12330	12.7111	104.889	-1023812	4	Kampong Thom, KâóThum, Cambodia	CB	CB05	12330	12.7111	104.889	-1023812	4	Kampong Thom, KâóThum, Cambodia	CB	CB05	12330	12.7111	104.889	-1023812	20241223120000	https://www.bignewsnetwork.com/news/274876671/chinese-charities-donate-bicycles-school-bags-to-underprivileged-students-in-cambodia
1217188339	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								FRA	FRANCE	FRA								1	010	010	01	1	0.0	1	1	1	3.28317373461012	1	United Kingdom	UK	UK		54	-4	UK	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20241223120000	https://laragione.eu/adnkronos/comunicati/new-report-what-rises-in-the-east-and-goes-down-in-the-west-ambition-to-lead/
1217188340	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								GOV	STATE GOVERNOR						GOV			1	046	046	04	1	7.0	2	1	2	8.1447963800905	1	China	CH	CH		35	105	CH	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	20241223120000	https://www.thisdaylive.com/index.php/2024/12/23/ododo-holds-bilateral-talks-with-china-consular-for-industrial-growth/
1217188341	20241223	202412	2024	2024.9671	CHN	CHINESE	CHN								GOV	SECRETARY OF STATE						GOV			1	051	051	05	1	3.4	3	1	3	1.94805194805195	1	China	CH	CH		35	105	CH	4	Stung Sen, Cambodia (general), Cambodia	CB	CB00	12326	12.5267	104.462	-1032738	1	China	CH	CH		35	105	CH	20241223120000	https://www.bignewsnetwork.com/news/274876671/chinese-charities-donate-bicycles-school-bags-to-underprivileged-students-in-cambodia
1217188342	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	010	010	01	1	0.0	1	1	1	2.1551724137931	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20241223120000	https://tass.com/economy/1891853
1217188343	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	010	010	01	1	0.0	4	1	4	2.1551724137931	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20241223120000	https://tass.com/economy/1891853
1217188344	20241223	202412	2024	2024.9671	CHN	CHINESE	CHN								KHM	CAMBODIA	KHM								1	051	051	05	1	3.4	2	1	2	1.94805194805195	1	China	CH	CH		35	105	CH	4	Stung Sen, Cambodia (general), Cambodia	CB	CB00	12326	12.5267	104.462	-1032738	1	China	CH	CH		35	105	CH	20241223120000	https://www.bignewsnetwork.com/news/274876671/chinese-charities-donate-bicycles-school-bags-to-underprivileged-students-in-cambodia
1217188345	20241223	202412	2024	2024.9671	CHN	CHINESE	CHN								KHM	CAMBODIA	KHM								1	070	070	07	2	7.0	5	1	5	1.94805194805195	1	China	CH	CH		35	105	CH	4	Kampong Thom, KâóThum, Cambodia	CB	CB05	12330	12.7111	104.889	-1023812	1	China	CH	CH		35	105	CH	20241223120000	https://www.bignewsnetwork.com/news/274876671/chinese-charities-donate-bicycles-school-bags-to-underprivileged-students-in-cambodia
1217188346	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								NGA	NIGERIA	NGA								1	040	040	04	1	1.0	1	1	1	8.1447963800905	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	20241223120000	https://www.thisdaylive.com/index.php/2024/12/23/ododo-holds-bilateral-talks-with-china-consular-for-industrial-growth/
1217188347	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								NGA	LAGOS	NGA								1	040	040	04	1	1.0	6	1	6	8.1447963800905	1	China	CH	CH		35	105	CH	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20241223120000	https://www.thisdaylive.com/index.php/2024/12/23/ododo-holds-bilateral-talks-with-china-consular-for-industrial-growth/
1217188348	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								NGA	NIGERIA	NGA								1	040	040	04	1	1.0	1	1	1	8.1447963800905	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	20241223120000	https://www.thisdaylive.com/index.php/2024/12/23/ododo-holds-bilateral-talks-with-china-consular-for-industrial-growth/
1217188349	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								NGA	LAGOS	NGA								1	046	046	04	1	7.0	1	1	1	8.1447963800905	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lokoja, Kogi, Nigeria	NI	NI41	22902	7.80236	6.743	-2017876	4	Lokoja, Kogi, Nigeria	NI	NI41	22902	7.80236	6.743	-2017876	20241223120000	https://www.thisdaylive.com/index.php/2024/12/23/ododo-holds-bilateral-talks-with-china-consular-for-industrial-growth/
1217188350	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								NGA	LAGOS	NGA								1	046	046	04	1	7.0	7	1	7	8.1447963800905	1	China	CH	CH		35	105	CH	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20241223120000	https://www.thisdaylive.com/index.php/2024/12/23/ododo-holds-bilateral-talks-with-china-consular-for-industrial-growth/
1217188351	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								1	060	060	06	2	6.0	2	1	2	-1.27795527156549	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241223120000	https://www.theweek.in/wire-updates/international/2024/12/23/fgn26-china-philippines-missiles.html
1217188352	20241223	202412	2024	2024.9671	CHN	BEIJING	CHN								UKR	UKRAINE	UKR								1	013	013	01	1	0.4	10	1	10	-0.888888888888889	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20241223120000	https://www.bignewsnetwork.com/news/274876674/china-to-work-with-other-global-south-countries-on-ukraine-crisis-spokesperson
1217188353	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	3.1055900621118	4	Minli, Jiangsu, China	CH	CH04	13152	32.6938	120.697	10864866	4	Minli, Jiangsu, China	CH	CH04	13152	32.6938	120.697	10864866	4	Minli, Jiangsu, China	CH	CH04	13152	32.6938	120.697	10864866	20241223120000	https://www.ajc.com/things-to-do/in-2024-atlanta-theaters-helped-audiences-explore-the-human-condition/7BA3VYEV2VHWTP76TZ5KOSCFLU/
1217188354	20241223	202412	2024	2024.9671	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	3.1055900621118	4	Minli, Jiangsu, China	CH	CH04	13152	32.6938	120.697	10864866	1	United States	US	US		39.828175	-98.5795	US	4	Minli, Jiangsu, China	CH	CH04	13152	32.6938	120.697	10864866	20241223120000	https://www.ajc.com/things-to-do/in-2024-atlanta-theaters-helped-audiences-explore-the-human-condition/7BA3VYEV2VHWTP76TZ5KOSCFLU/
1217188355	20241223	202412	2024	2024.9671	CHNCVL	CHINESE	CHN					CVL			CHN	CHINESE	CHN								0	090	090	09	2	-2.0	3	1	3	3.1055900621118	4	Minli, Jiangsu, China	CH	CH04	13152	32.6938	120.697	10864866	4	Minli, Jiangsu, China	CH	CH04	13152	32.6938	120.697	10864866	1	United States	US	US		39.828175	-98.5795	US	20241223120000	https://www.ajc.com/things-to-do/in-2024-atlanta-theaters-helped-audiences-explore-the-human-condition/7BA3VYEV2VHWTP76TZ5KOSCFLU/
1217188356	20241223	202412	2024	2024.9671	CHR	CHRISTIAN				CHR															1	020	020	02	1	3.0	10	1	10	2.04081632653061	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20241223120000	https://www.pr.com/press-release/927724
1217188357	20241223	202412	2024	2024.9671	CHR	CHRISTIAN				CHR															1	030	030	03	1	4.0	2	1	2	3.2860824742268	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20241223120000	https://www.sungazette.com/news/top-news/2024/12/hanukkah-begins-december-25-this-year/
1217188358	20241223	202412	2024	2024.9671	CHR	CHRISTIAN				CHR															1	030	030	03	1	4.0	8	1	8	3.2860824742268	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20241223120000	https://www.sungazette.com/news/top-news/2024/12/hanukkah-begins-december-25-this-year/
1217188359	20241223	202412	2024	2024.9671	CHRCTH	CATHOLIC				CHR	CTH														0	043	043	04	1	2.8	3	1	3	0.89285714285714	4	Tixtla, Tamaulipas, Mexico	MX	MX28	21024	23.6333	-97.8333	-1705951	0								4	Tixtla, Tamaulipas, Mexico	MX	MX28	21024	23.6333	-97.8333	-1705951	20241223120000	https://crisismagazine.com/opinion/exaggerations-and-eucharistic-miracles
1217188360	20241223	202412	2024	2024.9671	CHRCTH	CATHOLIC				CHR	CTH														0	043	043	04	1	2.8	2	1	2	0.89285714285714	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20241223120000	https://crisismagazine.com/opinion/exaggerations-and-eucharistic-miracles
1217188361	20241223	202412	2024	2024.9671	CHRCTH	CATHOLIC				CHR	CTH				MED	TELEVISION						MED			0	042	042	04	1	1.9	3	1	3	0.89285714285714	4	Tixtla, Tamaulipas, Mexico	MX	MX28	21024	23.6333	-97.8333	-1705951	4	Tixtla, Tamaulipas, Mexico	MX	MX28	21024	23.6333	-97.8333	-1705951	4	Tixtla, Tamaulipas, Mexico	MX	MX28	21024	23.6333	-97.8333	-1705951	20241223120000	https://crisismagazine.com/opinion/exaggerations-and-eucharistic-miracles
1217188362	20241223	202412	2024	2024.9671	CHRCTH	CATHOLIC				CHR	CTH				MED	TELEVISION						MED			0	042	042	04	1	1.9	2	1	2	0.89285714285714	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20241223120000	https://crisismagazine.com/opinion/exaggerations-and-eucharistic-miracles
1217188363	20241223	202412	2024	2024.9671	CHRPRO	PROTESTANT				CHR	PRO				USA	UNITED STATES	USA								0	192	192	19	4	-9.5	6	1	6	-4.43037974683544	3	Jamestown, Virginia, United States	US	USVA	VA095	37.2082	-76.7741	1499605	3	Jamestown, Virginia, United States	US	USVA	VA095	37.2082	-76.7741	1499605	3	Jamestown, Virginia, United States	US	USVA	VA095	37.2082	-76.7741	1499605	20241223120000	https://listverse.com/2024/12/23/10-super-unsettling-finds-dug-up-at-the-jamestown-colony/
1217188364	20241223	202412	2024	2024.9671	COD	CONGOLESE	COD								MIL	ARMY						MIL			0	013	013	01	1	0.4	5	1	5	-1.76297747306562	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20241223120000	https://www.dw.com/en/africa-supporting-peace-after-guns-have-fallen-silent/a-71078870
1217188365	20241223	202412	2024	2024.9671	COP	POLICE OFFICER						COP													1	010	010	01	1	0.0	2	1	2	-2.10772833723653	3	Clairemont, California, United States	US	USCA	CA073	32.7973	-117.193	1660492	0								3	Clairemont, California, United States	US	USCA	CA073	32.7973	-117.193	1660492	20241223120000	https://www.10news.com/news/local-news/sdpd-officer-prayed-for-a-second-chance-after-near-death-experience-and-got-it
1217188366	20241223	202412	2024	2024.9671	COP	POLICE OFFICER						COP													1	010	010	01	1	0.0	3	1	3	-2.10772833723653	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20241223120000	https://www.10news.com/news/local-news/sdpd-officer-prayed-for-a-second-chance-after-near-death-experience-and-got-it
1217188367	20241223	202412	2024	2024.9671	COP	POLICE						COP													1	012	012	01	1	-0.4	8	1	8	-3.2967032967033	3	Coney Island, New York, United States	US	USNY	NY047	40.5779	-73.994	947270	0								3	Coney Island, New York, United States	US	USNY		40.5779	-73.994	947270	20241223120000	https://www.aol.com/woman-dies-being-set-fire-225143093.html
1217188368	20241223	202412	2024	2024.9671	COP	BORDER PATROL AGENT						COP													0	012	012	01	1	-0.4	5	1	5	-5.34171249018068	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20241223120000	https://www.ajc.com/news/georgia-news/migrant-gave-birth-in-us-then-was-sent-back-to-mexico-now-shes-suing/DNIG63MTSZHBJLPK7VAJBVNLDA/
1217188369	20241223	202412	2024	2024.9671	COP	POLICE OFFICER						COP													0	020	020	02	1	3.0	10	1	10	-6.7080745341615	4	Guna, Madhya Pradesh, India	IN	IN35	17726	24.65	77.3167	-2096828	0								4	Guna, Madhya Pradesh, India	IN	IN35	17726	24.65	77.3167	-2096828	20241223120000	https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-transfer-of-custodial-death-witness-police-brutality-case-279187
1217188370	20241223	202412	2024	2024.9671	COP	POLICE						COP													1	042	042	04	1	1.9	2	1	2	-5.11278195488722	4	Chikmagalur, Karnataka, India	IN	IN19	17688	13.3167	75.7833	-2093298	0								4	Chikmagalur, Karnataka, India	IN	IN19	17688	13.3167	75.7833	-2093298	20241223120000	https://indianexpress.com/article/explained/explained-politics/kisan-diwas-charan-singh-indira-gandhi-arrested-9740565/
1217188371	20241223	202412	2024	2024.9671	COP	POLICE						COP													1	042	042	04	1	1.9	8	1	8	-5.11278195488722	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	0								4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20241223120000	https://indianexpress.com/article/explained/explained-politics/kisan-diwas-charan-singh-indira-gandhi-arrested-9740565/
1217188372	20241223	202412	2024	2024.9671	COP	POLICE						COP													0	090	090	09	2	-2.0	10	1	10	-6.7080745341615	4	Guna, Madhya Pradesh, India	IN	IN35	17726	24.65	77.3167	-2096828	0								4	Guna, Madhya Pradesh, India	IN	IN35	17726	24.65	77.3167	-2096828	20241223120000	https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-transfer-of-custodial-death-witness-police-brutality-case-279187
1217188373	20241223	202412	2024	2024.9671	COP	POLICE						COP													0	090	090	09	2	-2.0	3	1	3	-7.38095238095238	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20241223120000	https://www.latimes.com/california/story/2024-12-23/cops-lie-to-suspects-during-interrogations-should-detectives-stick-to-the-truth
1217188374	20241223	202412	2024	2024.9671	COP	POLICE						COP													0	120	120	12	3	-4.0	2	1	2	-1.20734908136483	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20241223120000	https://www.masslive.com/politics/2024/12/mass-gov-healey-productive-2024-had-wins-work-yet-to-be-done-bay-state-briefing.html
1217188375	20241223	202412	2024	2024.9671	COP	POLICE						COP													0	120	120	12	3	-4.0	8	1	8	-1.20734908136483	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20241223120000	https://www.masslive.com/politics/2024/12/mass-gov-healey-productive-2024-had-wins-work-yet-to-be-done-bay-state-briefing.html
1217188376	20241223	202412	2024	2024.9671	COP	POLICE						COP													0	174	174	17	4	-5.0	10	1	10	-1.20734908136483	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20241223120000	https://www.masslive.com/politics/2024/12/mass-gov-healey-productive-2024-had-wins-work-yet-to-be-done-bay-state-briefing.html
1217188377	20241223	202412	2024	2024.9671	COP	POLICE						COP													1	190	190	19	4	-10.0	5	1	5	-3.60360360360361	1	Guatemala	GT	GT		15.5	-90.25	GT	0								1	Guatemala	GT	GT		15.5	-90.25	GT	20241223120000	https://www.bbc.com/news/articles/cnv3291z9p2o
